Name,Link to profile,Post content,Link to post,source_topic,clean_content,source,importance,chunk_id,investors,funding_amount,funding_amount_pretty,funding_stage
doinstruct,,"doinstruct is on a mission to empower the backbone of our society - the frontline workforce - by making workplaces safer, more compliant, and more efficient. We don’t just improve training; we redefine how industries onboard and upskill their teams.",https://www.doinstruct.com/,Productivity,"doinstruct is on a mission to empower the backbone of our society - the frontline workforce - by making workplaces safer, more compliant, and more efficient. We don’t just improve training; we redefine how industries onboard and upskill their teams.",Startups Gallery,1.0,,"Creandum, Hv Capital",18000000.0,$18M,Series A
Lumafield,,"Lumafield helps engineering teams work at the speed of light. Lumafield's Voyager analysis software and Atlas AI co-pilot find answers quickly and facilitate collaboration. Lumafield's Neptune industrial CT scanner arms engineers with X-ray vision, allowing them to look inside their products, inspect invisible features, and pinpoint problems before they reach customers.",https://www.lumafield.com/,Hardware,"Lumafield helps engineering teams work at the speed of light. Lumafield's Voyager analysis software and Atlas AI co-pilot find answers quickly and facilitate collaboration. Lumafield's Neptune industrial CT scanner arms engineers with X-ray vision, allowing them to look inside their products, inspect invisible features, and pinpoint problems before they reach customers.",Startups Gallery,1.0,,"Ivp, Kleiner Perkins, Lux Capital, Spark Capital",75000000.0,$75M,Series C
Omni,,"Omni is a business intelligence and embedded analytics platform that empowers everyone—regardless of technical ability—to easily analyze data using SQL, spreadsheets, AI, or point-and-click interfaces. It is built on a semantic layer that makes sure every insight is accurate and dependable.",https://omni.co/,Analytics,"Omni is a business intelligence and embedded analytics platform that empowers everyone—regardless of technical ability—to easily analyze data using SQL, spreadsheets, AI, or point-and-click interfaces. It is built on a semantic layer that makes sure every insight is accurate and dependable.",Startups Gallery,1.0,,"Highland Capital Partners, Iconiq Growth, Redpoint Ventures, Theory Ventures",69000000.0,$69M,Series B
Town,,Town is an applied AI company in San Francisco. We build tools that make it easy for anyone to create and use software in their everyday work.,https://town.com/,AI,Town is an applied AI company in San Francisco. We build tools that make it easy for anyone to create and use software in their everyday work.,Startups Gallery,1.0,,"Alt Capital, Conviction Capital, First Round Capital, Wndrco",18000000.0,$18M,Seed
Onyx,,"Onyx (formerly Danswer) is the AI platform connected to your company’s docs, apps, and people. Onyx provides a feature rich Chat interface and plugs into any LLM of your choice. Keep knowledge and access controls sync-ed across over 40 connectors like Google Drive, Slack, Confluence, Salesforce, etc. Create custom AI agents with unique prompts, knowledge, and actions that the agents can take.",https://www.onyx.app/,DevTools,"Onyx (formerly Danswer) is the AI platform connected to your company’s docs, apps, and people. Onyx provides a feature rich Chat interface and plugs into any LLM of your choice. Keep knowledge and access controls sync-ed across over 40 connectors like Google Drive, Slack, Confluence, Salesforce, etc. Create custom AI agents with unique prompts, knowledge, and actions that the agents can take.",Startups Gallery,1.0,,"First Round Capital, Khosla Ventures, Liquid 2 Ventures, Pioneer Fund, Y Combinator",10000000.0,$10M,Seed
Causal Labs,,"Causal Labs' mission is to build safe, steerable AI physics models, starting with accurate weather prediction and control. Today’s models rely on slow, costly supercomputers. We’re taking a different approach. Our AI physics models simulate the atmosphere in minutes, giving industries the time they need to prepare and adapt.",https://www.getcausal.ai/,Climate,"Causal Labs' mission is to build safe, steerable AI physics models, starting with accurate weather prediction and control. Today’s models rely on slow, costly supercomputers. We’re taking a different approach. Our AI physics models simulate the atmosphere in minutes, giving industries the time they need to prepare and adapt.",Startups Gallery,1.0,,"Boxgroup, Karman Ventures, Kindred Ventures",6000000.0,$6M,Seed
Ditto,,"Ditto is the only mobile database with built-in edge device connectivity and resiliency.  Drive consistent revenue and build flexible operations at the edge without WiFi, Servers, or Cloud. Sell a product, deliver a service, and conduct operations anywhere without worrying about connectivity.",https://www.ditto.com/,DevTools,"Ditto is the only mobile database with built-in edge device connectivity and resiliency.  Drive consistent revenue and build flexible operations at the edge without WiFi, Servers, or Cloud. Sell a product, deliver a service, and conduct operations anywhere without worrying about connectivity.",Startups Gallery,1.0,,"Acrew Capital, Friends Family Capital, True Ventures",82000000.0,$82M,Series B
Podqi,,"Track infringements, automate takedowns, and recover lost revenue — all from one centralized platform designed for busy teams.",https://podqi.com/,AI,"Track infringements, automate takedowns, and recover lost revenue — all from one centralized platform designed for busy teams.",Startups Gallery,1.0,,"Afore Capital, General Catalyst, Soma Capital",3250000.0,$3.25M,Seed
Firsthand,,"Firsthand has built the first AI-powered Brand Agent platform, transforming the way marketers and publishers engage consumers through their own AI agents, anywhere online.",https://www.firsthand.ai/,Productivity,"Firsthand has built the first AI-powered Brand Agent platform, transforming the way marketers and publishers engage consumers through their own AI agents, anywhere online.",Startups Gallery,1.0,,"Firstmark, Radical Ventures",26000000.0,$26M,Series A
Flex,,Flex is building a finance super app for business owners — reimagining every single aspect of the financial workflow and financial services for any entrepreneur. Flex is focused on mid-market businesses ($3 - $100M revenue) that are largely overlooked by existing fintech solutions and reliant on slow and outdated regional banks.,https://www.flex.one/,Fintech,Flex is building a finance super app for business owners — reimagining every single aspect of the financial workflow and financial services for any entrepreneur. Flex is focused on mid-market businesses ($3 - $100M revenue) that are largely overlooked by existing fintech solutions and reliant on slow and outdated regional banks.,Startups Gallery,1.0,,"Companyon Ventures, Titanium Ventures",25000000.0,$25M,Series A
Ceramic,,"Ceramic.ai builds enterprise-grade infrastructure to optimize how companies train and deploy their AI models faster and more efficiently. Founded by AI pioneer Anna Patterson, who previously led engineering at Google.",https://ceramic.ai/,AI,"Ceramic.ai builds enterprise-grade infrastructure to optimize how companies train and deploy their AI models faster and more efficiently. Founded by AI pioneer Anna Patterson, who previously led engineering at Google.",Startups Gallery,1.0,,New Enterprise Associates,12000000.0,$12M,Seed
Freed,,"Meet Freed: The AI assistant loved by 20,000+ happy clinicians. Freed listens, transcribes, and creates comprehensive SOAP notes faster than you can say ""documentation backlog.""",https://www.getfreed.ai/,Healthcare,"Meet Freed: The AI assistant loved by 20,000+ happy clinicians. Freed listens, transcribes, and creates comprehensive SOAP notes faster than you can say ""documentation backlog.""",Startups Gallery,1.0,,"Scale Venture Partners, Sequoia Capital",30000000.0,$30M,Series A
LlamaIndex,,"LlamaIndex enables enterprises to build reliable, secure and scalable AI agents that can find information, synthesize insights, generate reports, and take actions over the most complex enterprise data.",https://www.llamaindex.ai/,DevTools,"LlamaIndex enables enterprises to build reliable, secure and scalable AI agents that can find information, synthesize insights, generate reports, and take actions over the most complex enterprise data.",Startups Gallery,1.0,,"Greylock, Norwest Venture Partners",19000000.0,$19M,Series A
Viam,,"Viam helps companies unlock the power of AI, data and automation in the physical world. We provide a single platform for engineers of all disciplines to solve problems together and build solutions that are fast and future-proof. Founded in 2020 by former MongoDB co-founder and CTO Eliot Horowitz.",https://www.viam.com/,Robotics,"Viam helps companies unlock the power of AI, data and automation in the physical world. We provide a single platform for engineers of all disciplines to solve problems together and build solutions that are fast and future-proof. Founded in 2020 by former MongoDB co-founder and CTO Eliot Horowitz.",Startups Gallery,1.0,,"Alleycorp, Battery Ventures, Tiger Global Management, Union Square Ventures",30000000.0,$30M,Series C
Instant,,"Sydney, Australia",https://www.instant.one/,,"Sydney, Australia",Startups Gallery,1.0,,"Blackbird, Hummingbird Vc",,,
Taktile,,"Taktile is a next-generation decision platform that empowers teams to build, monitor, and optimize automated risk management strategies across the entire customer lifecycle—from credit underwriting and onboarding & KYC/KYB to transaction monitoring and collections.",https://www.taktile.com/,Fintech,"Taktile is a next-generation decision platform that empowers teams to build, monitor, and optimize automated risk management strategies across the entire customer lifecycle—from credit underwriting and onboarding & KYC/KYB to transaction monitoring and collections.",Startups Gallery,1.0,,"Balderton Capital, Index Ventures, Prosus Ventures, Tiger Global Management, Visionaries Club, Y Combinator",54000000.0,$54M,Series B
Starcloud,,"Starcloud is building data centers in space, initially to provide GPU compute to other satellites, and later to address the rapidly growing demand for energy caused by the deployment of AI. Falling launch costs give us access to abundant energy, passive cooling, and the ability to rapidly scale in space.",https://www.starcloud.com/,Aerospace,"Starcloud is building data centers in space, initially to provide GPU compute to other satellites, and later to address the rapidly growing demand for energy caused by the deployment of AI. Falling launch costs give us access to abundant energy, passive cooling, and the ability to rapidly scale in space.",Startups Gallery,1.0,,"Iqt, Nfx, Nventures, Y Combinator",10000000.0,$10M,Seed
Lemni,,"With Lemni, businesses can set up custom AI agents. They act like trained employees, ready to take action while you stay in control. They operate from a single source of truth for each customer, so every new interaction begins where the last one ended. Lemni isn’t about replacing human empathy; it’s about equipping every customer interaction with the right, real-time knowledge, and actions.",https://www.lemni.com,AI,"With Lemni, businesses can set up custom AI agents. They act like trained employees, ready to take action while you stay in control. They operate from a single source of truth for each customer, so every new interaction begins where the last one ended. Lemni isn’t about replacing human empathy; it’s about equipping every customer interaction with the right, real-time knowledge, and actions.",Startups Gallery,1.0,,"Designer Fund, Sequoia Capital",3500000.0,$3.5M,Pre-Seed
Loyal,,"Loyal is a clinical-stage veterinary medicine company developing drugs intended to extend the lifespan and healthspan of dogs. In other words, our mission is to help dogs live longer, healthier lives.",https://loyal.com/,Biotech,"Loyal is a clinical-stage veterinary medicine company developing drugs intended to extend the lifespan and healthspan of dogs. In other words, our mission is to help dogs live longer, healthier lives.",Startups Gallery,1.0,,"Bain Capital Ventures, Boxgroup, Collaborative Fund, Khosla Ventures, Quiet Capital, Sunflower Capital, The Longevity Fund",100000000.0,$100M,Series C
Camber,,"Camber is on a mission to revolutionize the healthcare reimbursement system by reducing the significant administrative burden on healthcare clinics and families. Camber’s proprietary platform increases the speed, accuracy and efficiency of healthcare claims processing and payments, enabling providers to deliver high quality healthcare to more patients.",https://www.camber.health/,Healthcare,"Camber is on a mission to revolutionize the healthcare reimbursement system by reducing the significant administrative burden on healthcare clinics and families. Camber’s proprietary platform increases the speed, accuracy and efficiency of healthcare claims processing and payments, enabling providers to deliver high quality healthcare to more patients.",Startups Gallery,1.0,,"Andreessen Horowitz, Acme Capital, Craft Ventures, Y Combinator",30000000.0,$30M,Series B
Venn,,"Venn (fkn Vault) is streamlining Canadian business banking. Built by Canadians for Canadians, Venn offers a full-service banking platform designed to empower businesses with fast, easy, and affordable solutions. In just under five minutes, you can open an account and start managing your finances - all without ever stepping foot in a branch.",https://www.venn.ca/,Fintech,"Venn (fkn Vault) is streamlining Canadian business banking. Built by Canadians for Canadians, Venn offers a full-service banking platform designed to empower businesses with fast, easy, and affordable solutions. In just under five minutes, you can open an account and start managing your finances - all without ever stepping foot in a branch.",Startups Gallery,1.0,,"Gradient Ventures, Left Lane Capital, Xyz",21500000.0,$21.5M,Series A
Edera,,"Edera reimagines container runtime from the foundation up, bringing resource optimization to workloads without disrupting developer workflows. Our approach bridges the gap between how containers ship and how they should run. While point solutions add layers on top of flawed foundations, we've redesigned the core architecture: solving from the hardware up, not software down.",https://edera.dev/,Cybersecurity,"Edera reimagines container runtime from the foundation up, bringing resource optimization to workloads without disrupting developer workflows. Our approach bridges the gap between how containers ship and how they should run. While point solutions add layers on top of flawed foundations, we've redesigned the core architecture: solving from the hardware up, not software down.",Startups Gallery,1.0,,"645 Ventures, Eniac Ventures, M12, Mantis Vc, Precursor Ventures",15000000.0,$15M,Series A
Paper,,"Designers are facing new challenges, and need fast and reliable tools to stay ahead. That’s why we’re making Paper: a powerful canvas that helps you make beautiful art and experiences.",https://paper.design/,Design,"Designers are facing new challenges, and need fast and reliable tools to stay ahead. That’s why we’re making Paper: a powerful canvas that helps you make beautiful art and experiences.",Startups Gallery,1.0,,"Accel, Basecase Capital",4200000.0,$4.2M,Seed
Default,,"The inbound orchestration platform for revenue teams. Scale your inbound marketing engine with data, workflows, and AI. 10x your inbound pipeline with form tracking, scheduling, routing, intent, and automations in one unified platform.",https://www.default.com/,Productivity,"The inbound orchestration platform for revenue teams. Scale your inbound marketing engine with data, workflows, and AI. 10x your inbound pipeline with form tracking, scheduling, routing, intent, and automations in one unified platform.",Startups Gallery,1.0,,"8vc, Basecase Capital, Boxgroup, Craft Ventures",4000000.0,$4M,Seed
Metronome (Acquired by Stripe),,"Metronome is the usage-based billing platform that helps companies launch products faster. Easily model your pricing today, iterate confidently tomorrow.Metronome was acquired by Stripe on December 2, 2025.",https://metronome.com/,Fintech,"Metronome is the usage-based billing platform that helps companies launch products faster. Easily model your pricing today, iterate confidently tomorrow.Metronome was acquired by Stripe on December 2, 2025.",Startups Gallery,1.0,,"Andreessen Horowitz, Activant Capital, General Catalyst, New Enterprise Associates, Workday Ventures",50000000.0,$50M,Series C
Arize,,"Berkeley, United States",https://arize.com/,,"Berkeley, United States",Startups Gallery,1.0,,"Adams Street Partners, Battery Ventures, Foundation Capital, M12",,,
Together AI,,"Together AI is a research-driven artificial intelligence company. We contribute leading open-source research, models, and datasets to advance the frontier of AI. Our decentralized cloud services empower developers and researchers at organizations of all sizes to train, fine-tune, and deploy generative AI models. We believe open and transparent AI systems will drive innovation and create the best outcomes for society.",https://www.together.ai/,AI,"Together AI is a research-driven artificial intelligence company. We contribute leading open-source research, models, and datasets to advance the frontier of AI. Our decentralized cloud services empower developers and researchers at organizations of all sizes to train, fine-tune, and deploy generative AI models. We believe open and transparent AI systems will drive innovation and create the best outcomes for society.",Startups Gallery,1.0,,"Definition, Emergence Capital, Greycroft, Kleiner Perkins, Long Journey Ventures, Lux Capital, New Enterprise Associates, Nventures, Sv Angel",305000000.0,$305M,Series B
Sanas,,"Sanas is the world's first real-time speech understanding platform.  Our AI-powered technology is designed to revolutionize communication by giving multilingual speakers a choice when it comes to how they communicate. It's a step towards empowering individuals, advancing equality, and deepening empathy.",https://www.sanas.ai/,AI,"Sanas is the world's first real-time speech understanding platform.  Our AI-powered technology is designed to revolutionize communication by giving multilingual speakers a choice when it comes to how they communicate. It's a step towards empowering individuals, advancing equality, and deepening empathy.",Startups Gallery,1.0,,"Insight Partners, Quadrille Capital, Quiet Capital",65000000.0,$65M,Series B
Stacks,,"AI-native software for modern finance teams that want faster, cleaner closes. Stacks helps finance teams significantly reduce manual work, accelerate reporting, and stay in control, without adding headcount or complexity. Stacks connects to your ERP, banks, and systems in minutes. It handles reconciliations, flags anomalies, and gives your team a real-time view of close progress. No version drift. No endless follow-ups.",https://stacks.ai/,Fintech,"AI-native software for modern finance teams that want faster, cleaner closes. Stacks helps finance teams significantly reduce manual work, accelerate reporting, and stay in control, without adding headcount or complexity. Stacks connects to your ERP, banks, and systems in minutes. It handles reconciliations, flags anomalies, and gives your team a real-time view of close progress. No version drift. No endless follow-ups.",Startups Gallery,1.0,,"Eqt Ventures, General Catalyst",10000000.0,$10M,Seed
Pulse,,"Pulse converts complex information into LLM-ready inputs. Our API supports all document formats, from PDFs to Word, Excel, etc. Pulse integrates seamlessly with any existing data pipeline in minutes without any training or complexity.",https://www.runpulse.com/,DevTools,"Pulse converts complex information into LLM-ready inputs. Our API supports all document formats, from PDFs to Word, Excel, etc. Pulse integrates seamlessly with any existing data pipeline in minutes without any training or complexity.",Startups Gallery,1.0,,"Liquid 2 Ventures, Nfdg Ventures, Soma Capital, Y Combinator",3900000.0,$3.9M,Seed
Hightouch,,"Hightouch is a data and AI platform for marketing and personalization. Find insights, run campaigns, and build AI agents with all of your data.",https://hightouch.com/,Analytics,"Hightouch is a data and AI platform for marketing and personalization. Find insights, run campaigns, and build AI agents with all of your data.",Startups Gallery,1.0,,"Afore Capital, Amplify Partners, Bain Capital Ventures, Geodesic Capital, Iconiq Growth, Sapphire Ventures, Y Combinator",80000000.0,$80M,Series C
Eudia,,"The Eudia Augmented Intelligence Platform elevates the role of legal with bespoke AI solutions that eliminate routine work and illuminate previously unseen insights. By combining the power of a best-in-class LLM with expert, human-in-the-loop deployment, Eudia empowers legal teams to:  Deliver greater business value by surfacing revenue opportunities, aligning risk incentives, and more.",https://www.eudia.com/,AI,"The Eudia Augmented Intelligence Platform elevates the role of legal with bespoke AI solutions that eliminate routine work and illuminate previously unseen insights. By combining the power of a best-in-class LLM with expert, human-in-the-loop deployment, Eudia empowers legal teams to:  Deliver greater business value by surfacing revenue opportunities, aligning risk incentives, and more.",Startups Gallery,1.0,,"Defy Vc, Floodgate, General Catalyst, Sierra Ventures",105000000.0,$105M,Series A
Tofu,,Tofu equips B2B marketing teams with tools to create personalized omni-channel content that is on-brand and can scale to all types of marketing campaigns.,https://www.tofuhq.com/?ref=startups.gallery,Productivity,Tofu equips B2B marketing teams with tools to create personalized omni-channel content that is on-brand and can scale to all types of marketing campaigns.,Startups Gallery,1.0,,"Correlation Ventures, Index Ventures, Liquid 2 Ventures, Signalfire, Stage 2 Capital",12000000.0,$12M,Series A
Latent Labs,,"We are a frontier AI lab building generative models that capture the fundamentals of biology. We empower partners with breakthrough generative AI to gain unprecedented control over molecular biology, creating new antibodies, optimizing existing enzymes, and advancing genetic engineering.",https://www.latentlabs.com/,Biotech,"We are a frontier AI lab building generative models that capture the fundamentals of biology. We empower partners with breakthrough generative AI to gain unprecedented control over molecular biology, creating new antibodies, optimizing existing enzymes, and advancing genetic engineering.",Startups Gallery,1.0,,"8vc, Kindred Ventures, Pillar Vc, Radical Ventures",50000000.0,$50M,Series A
Candid Health,,"Candid Health is building a modern medical payments platform that enables healthcare providers to focus on delivering high-quality, affordable and accessible care, rather than spending half their time figuring out how to get paid by insurance.",https://www.joincandidhealth.com/,Biotech,"Candid Health is building a modern medical payments platform that enables healthcare providers to focus on delivering high-quality, affordable and accessible care, rather than spending half their time figuring out how to get paid by insurance.",Startups Gallery,1.0,,"8vc, Boxgroup, First Round Capital, Oak Hc Ft, Y Combinator",52500000.0,$52.5M,Series C
Olipop,,"Olipop is a healthier alternative to traditional sodas by plant-based ingredients to support digestive health while emulating the flavors of classic sodas​​. The beverage contains prebiotics, fiber, and botanical extracts from eight different sources, boasting a low sugar and calorie content with various soda-style flavors like root beer, cola, and lemon lime​.",https://drinkolipop.com/,Food,"Olipop is a healthier alternative to traditional sodas by plant-based ingredients to support digestive health while emulating the flavors of classic sodas​​. The beverage contains prebiotics, fiber, and botanical extracts from eight different sources, boasting a low sugar and calorie content with various soda-style flavors like root beer, cola, and lemon lime​.",Startups Gallery,1.0,,"Bfg Partners, J P Morgan, Monogram Capital Partners",50000000.0,$50M,Series C
Suger,,"Suger is the modern platform for Cloud Go-to-Market (Cloud GTM).  We make it easy for software companies to list, transact, and co-sell through cloud marketplaces and partner portals like AWS, Azure, GCP, Snowflake, and Alibaba.",https://www.suger.io/,DevTools,"Suger is the modern platform for Cloud Go-to-Market (Cloud GTM).  We make it easy for software companies to list, transact, and co-sell through cloud marketplaces and partner portals like AWS, Azure, GCP, Snowflake, and Alibaba.",Startups Gallery,1.0,,"Craft Ventures, Intel Capital, Pioneer Fund, Threshold Ventures, Y Combinator",15000000.0,$15M,Series A
MagicSchool,,"MagicSchool is the premier generative AI platform for teachers. We're just over 2 years old, and more than 6 million teachers from all over the world have joined our platform. Join a top team at a fast growing company that is working towards real social impact.",https://www.magicschool.ai/,Education,"MagicSchool is the premier generative AI platform for teachers. We're just over 2 years old, and more than 6 million teachers from all over the world have joined our platform. Join a top team at a fast growing company that is working towards real social impact.",Startups Gallery,1.0,,"Adobe Ventures, Bain Capital Ventures, Valor Equity Partners",45000000.0,$45M,Series B
Index,,Powerful planning for product management. Index is the product-native companion for Linear.,https://index.inc/,Productivity,Powerful planning for product management. Index is the product-native companion for Linear.,Startups Gallery,1.0,,"Bain Capital Ventures, Blackbird, Y Combinator",3500000.0,$3.5M,Seed
Moderne,,"Moderne is a developer collaboration platform for automated code refactoring and analysis that migrates, maintains, and secures source code with speed and accuracy at mass scale. Code remediations, updates, and migrations that can take many months of manual work can be done in minutes. Founders of OpenRewrite.",https://www.moderne.ai/,DevTools,"Moderne is a developer collaboration platform for automated code refactoring and analysis that migrates, maintains, and secures source code with speed and accuracy at mass scale. Code remediations, updates, and migrations that can take many months of manual work can be done in minutes. Founders of OpenRewrite.",Startups Gallery,1.0,,"Acrew Capital, Intel Capital, Mango Capital, True Ventures",30000000.0,$30M,Series B
Comulate,,"Comulate is the accounting automation platform decisively chosen by today's and tomorrow's top 100, powering turnkey transformation with end-to-end automation across direct bill, cash application, carrier payables, revenue integrity, and beyond.",https://www.comulate.com/,Fintech,"Comulate is the accounting automation platform decisively chosen by today's and tomorrow's top 100, powering turnkey transformation with end-to-end automation across direct bill, cash application, carrier payables, revenue integrity, and beyond.",Startups Gallery,1.0,,"Bond Capital, Spark Capital, Workday Ventures",20000000.0,$20M,Series B
Tines,,"Tines’ workflow and AI orchestration platform enables businesses to operate more effectively, mitigate risk, reduce tech debt, and do the work that matters most. Build, run, and monitor your most important workflows with the platform loved by the world’s leading security-minded companies.",https://www.tines.com/,Cybersecurity,"Tines’ workflow and AI orchestration platform enables businesses to operate more effectively, mitigate risk, reduce tech debt, and do the work that matters most. Build, run, and monitor your most important workflows with the platform loved by the world’s leading security-minded companies.",Startups Gallery,1.0,,"Accel, Activant Capital, Addition, Blossom Capital, Crowdstrike Ventures, Felicis, Goldman Sachs Alternatives",125000000.0,$125M,Series C
Plain,,The most powerful AI-native support platform for scaling B2B teams. Plain helps you support your customers where they work – and move from answering tickets to building genuine relationships.,https://www.plain.com/,Productivity,The most powerful AI-native support platform for scaling B2B teams. Plain helps you support your customers where they work – and move from answering tickets to building genuine relationships.,Startups Gallery,1.0,,"Battery Ventures, Connect Ventures, Index Ventures",15000000.0,$15M,Series A
Pendulum,,"Seattle, United States",https://www.pendulum.global/,,"Seattle, United States",Startups Gallery,1.0,,Lowercarbon Capital,,,
Semgrep,,"Semgrep makes tools for software and security engineers to find bugs, detect vulnerabilities in third-party dependencies, and enforce code standards.",https://semgrep.dev/,DevTools,"Semgrep makes tools for software and security engineers to find bugs, detect vulnerabilities in third-party dependencies, and enforce code standards.",Startups Gallery,1.0,,"Felicis, Lightspeed Venture Partners, Menlo Ventures, Redpoint Ventures, Sequoia Capital, Sunflower Capital",100000000.0,$100M,Series D
Alma,,"Effortlessly track your nutrition with AI-powered voice, text, and image logging. Get personalized recipe recommendations, discover new foods, and reach your health goals with Alma - your intelligent nutrition companion.",https://www.alma.food/,Health & Wellness,"Effortlessly track your nutrition with AI-powered voice, text, and image logging. Get personalized recipe recommendations, discover new foods, and reach your health goals with Alma - your intelligent nutrition companion.",Startups Gallery,1.0,,"Anthology Fund, Menlo Ventures",2900000.0,$2.9M,Pre-Seed
Fay,,"San Francisco, United States",https://www.faynutrition.com/?ref=startups.gallery,,"San Francisco, United States",Startups Gallery,1.0,,"1984 Ventures, Forerunner Ventures, General Catalyst, Goldman Sachs Alternatives",,,
Warmly,,"San Francisco, United States",https://warmly.ai/?ref=startups.gallery,,"San Francisco, United States",Startups Gallery,1.0,,"F Prime Capital, Felicis, Maven Ventures, Nfx",,,
Jump AI,,"Trusted by enterprise and loved by advisors, Jump is the leading AI tool for wealth managers and financial advisors that automates notetaking, compliance, CRM updates, and much more",https://jumpapp.com/,Fintech,"Trusted by enterprise and loved by advisors, Jump is the leading AI tool for wealth managers and financial advisors that automates notetaking, compliance, CRM updates, and much more",Startups Gallery,1.0,,"Battery Ventures, Citi Ventures, Pelion Venture Partners, Sorenson Capital",20000000.0,$20M,Series A
Tana,,"Tana provides an AI-native workspace that makes interacting with computers feel natural. It combines a knowledge graph, object-based note-taking, and customizable AI agents to reduce the steps between thinking and doing. It streamlines capturing, organizing, and applying information, so people can spend less time on busywork and more time on deep work.",https://tana.inc/,Productivity,"Tana provides an AI-native workspace that makes interacting with computers feel natural. It combines a knowledge graph, object-based note-taking, and customizable AI agents to reduce the steps between thinking and doing. It streamlines capturing, organizing, and applying information, so people can spend less time on busywork and more time on deep work.",Startups Gallery,1.0,,"General Catalyst, Lightspeed Venture Partners, Northzone, Tola Capital",25000000.0,$25M,Series A
Two Dots,,"The only truly effective all in one fraud prevention and underwriting system. Easily centralize, automate decisioning, eliminate manual review, and boost your NOI.",https://www.twodots.net/,Fintech,"The only truly effective all in one fraud prevention and underwriting system. Easily centralize, automate decisioning, eliminate manual review, and boost your NOI.",Startups Gallery,1.0,,"Liquid 2 Ventures, Next47, Twenty Two, Y Combinator",10500000.0,$10.5M,Series A
Backline,,"Backline provides a platform that integrates with organizations’ existing security tools, consolidating findings into a centralized security findings lake. At its core, it uses AI-native remediation playbooks, deterministic and verified recipes purpose-built and designed for AI agents, which are further enriched with customer-specific context.",https://backline.ai/,Cybersecurity,"Backline provides a platform that integrates with organizations’ existing security tools, consolidating findings into a centralized security findings lake. At its core, it uses AI-native remediation playbooks, deterministic and verified recipes purpose-built and designed for AI agents, which are further enriched with customer-specific context.",Startups Gallery,1.0,,"Evolution Equity Partners, Gradient Ventures, Stageone Ventures",9000000.0,$9M,Seed
Motif,,"We’re a team of software industry veterans, architects, and visionaries committed to transforming the way the built environment is imagined and built. Driven by a passion for design and technology, we’re developing a platform that empowers collaboration, fuels creativity, and unlocks new possibilities for the building community.",https://motif.io/,Design,"We’re a team of software industry veterans, architects, and visionaries committed to transforming the way the built environment is imagined and built. Driven by a passion for design and technology, we’re developing a platform that empowers collaboration, fuels creativity, and unlocks new possibilities for the building community.",Startups Gallery,1.0,,"Capitalg, Redpoint Ventures",46000000.0,$46M,Series A
Bland,,"Bland AI is the infrastructure for building AI phone calling applications at scale. The Bland AI Phone Calling Platform allows enterprises to securely/safely build, test, and deploy their own AI phone calling agents.",https://bland.com/,AI,"Bland AI is the infrastructure for building AI phone calling applications at scale. The Bland AI Phone Calling Platform allows enterprises to securely/safely build, test, and deploy their own AI phone calling agents.",Startups Gallery,1.0,,"Emergence Capital, Pioneer Fund, Scale Venture Partners, Team Ignite Ventures, Upfront Ventures, Y Combinator",65000000.0,$65M,Series B
Swan,,"Swan is the leading European fintech specialized in embedded banking. Companies of all kinds can unlock the full potential of their product by embedding Swan's banking features such as accounts, cards, and payments.",https://www.swan.io/,Fintech,"Swan is the leading European fintech specialized in embedded banking. Companies of all kinds can unlock the full potential of their product by embedding Swan's banking features such as accounts, cards, and payments.",Startups Gallery,1.0,,,44000000.0,$44M,Series B
Formance,,"Formance enables Platforms and Fintech companies to build modern financial applications composing payments, banking, lending, investing, and insurance through complex fund flows.  Formance provides an agnostic infrastructure, allowing them to build and operate sophisticated fund flows with the financial service providers of their choice.",https://www.formance.com/,Fintech,"Formance enables Platforms and Fintech companies to build modern financial applications composing payments, banking, lending, investing, and insurance through complex fund flows.  Formance provides an agnostic infrastructure, allowing them to build and operate sophisticated fund flows with the financial service providers of their choice.",Startups Gallery,1.0,,"Axeleo Capital, Portage, Y Combinator",21000000.0,$21M,Series A
Alice & Bob,,"Alice&Bob is developing the first universal, fault-tolerant quantum computer to solve the world’s hardest problems. The quantum computer we envision building is based on a new kind of superconducting qubit: the Schrödinger cat qubit. In comparison to other superconducting platforms, cat qubits have the astonishing ability to implement quantum error correction autonomously.",https://alice-bob.com/,DevTools,"Alice&Bob is developing the first universal, fault-tolerant quantum computer to solve the world’s hardest problems. The quantum computer we envision building is based on a new kind of superconducting qubit: the Schrödinger cat qubit. In comparison to other superconducting platforms, cat qubits have the astonishing ability to implement quantum error correction autonomously.",Startups Gallery,1.0,,Breega,104000000.0,$104M,Series B
Token Security,,"Token is the new approach designed for the identity boom era. Securing your cloud environment starts with protecting the identities – human, and non-human – that access your machines.",https://www.token.security/,Cybersecurity,"Token is the new approach designed for the identity boom era. Securing your cloud environment starts with protecting the identities – human, and non-human – that access your machines.",Startups Gallery,1.0,,"Notable Capital, Snr",20000000.0,$20M,Series A
